28/12/2016;770;A;GTQ;0,43670000;0,43700000;7,50000000;7,50300000
28/12/2016;775;A;MMK;0,00238700;0,00240300;1364,00000000;1373,00000000
28/12/2016;778;B;PGK;1,00430000;1,06020000;0,30650000;0,32350000
28/12/2016;779;A;HRK;0,45050000;0,45080000;7,26980000;7,27400000
28/12/2016;780;A;LAK;0,00039940;0,00040130;8166,00000000;8204,00000000
28/12/2016;785;A;ZAR;0,23660000;0,23690000;13,83470000;13,84870000
28/12/2016;795;A;CNY;0,47060000;0,47120000;6,95590000;6,96280000
28/12/2016;796;A;CNH;0,47000000;0,47020000;6,97090000;6,97140000
28/12/2016;800;A;QAR;0,89980000;0,90010000;3,64120000;3,64170000
28/12/2016;805;A;OMR;8,50670000;8,51490000;0,38490000;0,38520000
28/12/2016;810;A;YER;0,01309000;0,01311000;249,95000000;250,25000000
28/12/2016;815;A;IRR;0,00010130;0,00010130;32348,00000000;32348,00000000
28/12/2016;820;A;SAR;0,87310000;0,87380000;3,75080000;3,75320000
28/12/2016;825;A;KHR;0,00080080;0,00082160;3988,95000000;4092,05000000
28/12/2016;828;A;MYR;0,73080000;0,73160000;4,48000000;4,48400000
28/12/2016;830;A;RUB;0,05425000;0,05427000;60,39460000;60,40510000
28/12/2016;831;A;BYN;1,66930000;1,67470000;1,95700000;1,96300000
28/12/2016;835;A;TJS;0,41560000;0,41620000;7,87430000;7,88430000
28/12/2016;840;A;MUR;0,09057000;0,09134000;35,88000000;36,18000000
28/12/2016;845;A;NPR;0,02982000;0,03010000;108,88000000;109,88000000
28/12/2016;850;A;SCR;0,24640000;0,25020000;13,10100000;13,30100000
28/12/2016;855;A;LKR;0,02185000;0,02195000;149,30000000;150,00000000
28/12/2016;860;A;INR;0,04801000;0,04803000;68,23190000;68,24700000
28/12/2016;865;A;IDR;0,00024370;0,00024390;13440,00000000;13445,00000000
28/12/2016;870;A;MVR;0,20660000;0,21880000;14,98000000;15,86000000
28/12/2016;875;A;PKR;0,03125000;0,03127000;104,80000000;104,85000000
28/12/2016;880;A;ILS;0,84810000;0,84960000;3,85760000;3,86360000
28/12/2016;892;A;KGS;0,04705000;0,04726000;69,35000000;69,65000000
28/12/2016;893;A;UZS;0,00102100;0,00102400;3200,00000000;3210,00000000
28/12/2016;905;A;BDT;0,04138000;0,04152000;78,93000000;79,18000000
28/12/2016;912;B;WST;1,24060000;1,31290000;0,37860000;0,40060000
28/12/2016;913;A;KZT;0,00985000;0,00985400;332,60000000;332,67000000
28/12/2016;915;A;MNT;0,00131400;0,00132000;2483,00000000;2493,00000000
28/12/2016;920;A;VUV;0,02931000;0,02985000;109,80000000;111,80000000
28/12/2016;930;A;KRW;0,00269900;0,00270400;1212,27000000;1214,28000000
28/12/2016;946;A;TZS;0,00150100;0,00150800;2173,00000000;2183,00000000
28/12/2016;950;A;KES;0,03195000;0,03202000;102,35000000;102,55000000
28/12/2016;955;A;UGX;0,00090820;0,00091090;3598,00000000;3608,00000000
28/12/2016;960;A;SOS;0,00563000;0,00570000;575,00000000;582,00000000
28/12/2016;975;A;PLN;0,77220000;0,77240000;4,24320000;4,24370000
28/12/2016;978;B;EUR;3,40300000;3,40420000;1,03850000;1,03870000
28/12/2016;998;A;XAU;119,94140000;119,96340000;0,02732000;0,02732000
